COMID,NWs,SiteClass,BFICat
18454467,0.051499109,LoN,27.89715447
18454469,0.03423864,LoN,28.19057686
18454471,0.027715276,LoN,27.08437638
18454473,0.033123495,LoN,27.08470588
18454475,0.031628365,LoN,27.89966555
18454477,0.040722404,LoN,28.32287088
18454479,0.027082848,LoN,24.59698849
18454481,0.058788293,LoN,28
18454483,0.059999999,LoN,27.7911798
18454485,0.071209022,LoN,29.17037996
18454487,0.111990283,HiN,29.3500473
18454489,0.044930169,LoN,28.49290542
18454491,0.045609346,LoN,28.76618159
18454493,0.049007419,LoN,29.69919455
18454495,0.059999999,LoN,28
18454497,0.059999999,LoN,26.54624277
18454499,0.059999999,LoN,27.33505199
18454501,0.059999999,LoN,25.84593143
18454503,0.025,LoN,22
18454505,0.059999999,LoN,23.7700831
18454507,0.05119615,LoN,26.05902553
18454509,0.025522904,LoN,21.28625954
18454511,0.033270499,LoN,24.64988251
18454513,0.059999999,LoN,26.01238506
18454515,0.059999999,LoN,27.42900896
18454517,0.066435753,LoN,26
18454519,0.146214806,HiN,26.89744877
18454521,0.064645492,LoN,26
18454523,0.061928436,LoN,26
18454525,0.049432103,LoN,28.12504349
18454527,0.07783106,LoN,25.85719937
18454529,0.10661665,HiN,26.18277845
18454531,0.032616358,LoN,21.07795239
18454533,0.059999999,LoN,24.35577889
18454535,0.053790646,LoN,23.17021277
18454537,0.141700986,HiN,25.30681066
18454539,0.032520782,LoN,21
18454541,0.059999999,LoN,25.94202899
18454543,0.096442556,HiN,25.39831579
18454545,0.058790208,LoN,23.20897181
18454547,0.032920142,LoN,21
18454549,0.043419103,LoN,21
18454551,0.155964001,HiN,25.40087783
18454553,0.08063329,LoN,24.16737915
18454555,0.059999999,LoN,23.66988417
18454557,0.059999999,LoN,23.06706114
18454559,0.059999999,LoN,24.31849743
18454561,0.14281978,HiN,25.5246287
18454563,0.077092485,LoN,25.59199044
18454565,0.055584362,LoN,22.75011057
18454567,0.059999999,LoN,23
18454569,0.059130473,LoN,25.60730306
18454571,0.034705883,LoN,21
18454573,0.151093248,HiN,24.04682967
18454575,0.057830826,LoN,23
18454577,0.053704024,LoN,20.56438981
18454579,0.05768468,LoN,23
18454581,0.056743167,LoN,23
18454583,0.035950784,LoN,20.96247655
18454585,0.046870593,LoN,22.47756171
18454587,0.156000003,HiN,23.99136519
18454589,0.093035697,HiN,24.33349862
18454591,0.076761206,LoN,20.50787302
18454593,0.123661366,HiN,23.54366082
18454595,0.052937486,LoN,22.33932013
18454597,0.151384797,HiN,22.98861353
18454599,0.072756869,LoN,24.34163777
18454601,0.11010084,HiN,22.81009495
18454603,0.090911619,HiN,22
18454605,0.072336003,LoN,23.52893855
18454607,0.090200993,HiN,22.15616836
18454609,0.153391364,HiN,22.68638356
18454611,0.156000003,HiN,21
18454613,0.156000003,HiN,21
18454625,0.033073913,LoN,33.04320828
18454627,0.049040403,LoN,32.66805556
18454629,0.032456232,LoN,32.01082431
18454631,0.035431532,LoN,27.60117393
18454633,0.025,LoN,25.39633365
18454635,0.027300871,LoN,28.1803164
18454637,0.030436851,LoN,26.76291578
18454639,0.035463025,LoN,26.86436772
18454641,0.040095499,LoN,27.00702757
18454643,0.052832375,LoN,27.50675424
18454645,0.043259816,LoN,27.70717022
18454647,0.041679792,LoN,28
18454649,0.059999999,LoN,28.14004775
18454651,0.1420069,HiN,29.86119683
18454653,0.029154927,LoN,26.32127039
18454655,0.042122055,LoN,28
18454657,0.059999999,LoN,27.88095604
18454659,0.025140198,LoN,23.5203659
18454661,0.031398575,LoN,21.4300917
18454663,0.063588036,LoN,26.9009802
18454665,0.100767354,HiN,24.80406839
18454667,0.093112203,HiN,23.62026193
18454669,0.038614627,LoN,21.76365683
18454671,0.045477236,LoN,22.90552857
18454673,0.051037855,LoN,23.11837116
18454675,0.033881709,LoN,31.65556504
18454677,0.026352822,LoN,29.83877406
18454679,0.03607313,LoN,30.01210026
18454681,0.059999999,LoN,28
18454683,0.059999999,LoN,28.55573611
18454685,0.059999999,LoN,28
18454687,0.120386882,HiN,27.99198718
18454689,0.120363783,HiN,27.61531279
18454691,0.14616288,HiN,26
18454693,0.049432175,LoN,26
18454695,0.120405357,HiN,26
18454697,0.113013617,HiN,25.6829559
18454701,0.106598202,HiN,25
18454703,0.112953861,HiN,25.2593674
18454707,0.112145295,HiN,23.05160391
18454711,0.052937738,LoN,23
18454713,0.11207533,HiN,23.32437404
18454715,0.105348681,HiN,23
18454717,0.151519372,HiN,22
18454719,0.105351982,HiN,22.1347514
18454721,0.105366584,HiN,21.12903226
18454723,0.025,LoN,33
18454725,0.025,LoN,29.14220705
18454727,0.045819587,LoN,31
18454729,0.042183375,LoN,28
18454731,0.039009672,LoN,28
18454733,0.059999999,LoN,28
18454735,0.025,LoN,21.42339374
18454737,0.059999999,LoN,23.99802761
18454739,0.059999999,LoN,27.94889374
18454741,0.061542167,LoN,26
18454743,0.059999999,LoN,26
18454745,0.059999999,LoN,23.46958637
18454747,0.098502882,HiN,26
18454749,0.156000003,HiN,24.39123377
18454751,0.156000003,HiN,24
18454753,0.072336003,LoN,25.97629671
18454757,0.112862104,HiN,25.47941805
18455281,0.072336003,LoN,26
18455283,0.072336003,LoN,26
18455285,0.072336003,LoN,26.61538462
18455287,0.072336003,LoN,26
18455289,0.072336003,LoN,26.41209748
18455291,0.072336003,LoN,26
18455293,0.072336003,LoN,25.00410442
18455295,0.072336003,LoN,25.33407888
18455297,0.072336003,LoN,24.99238095
18455299,0.072336003,LoN,25
18455301,0.072336003,LoN,24.9670867
18455303,0.072336003,LoN,24.66004332
18455305,0.072336003,LoN,24.98789744
18455307,0.072336003,LoN,24.97287652
18455309,0.072336003,LoN,24.47161961
18455311,0.090196741,HiN,22
18455313,0.072336003,LoN,23.89556051
18455315,0.088545749,LoN,21.82165605
18455317,0.088369135,LoN,22.5054878
18455371,0.072336003,LoN,26.01894737
18455373,0.072336003,LoN,26
18455375,0.072336003,LoN,26
18455377,0.072336003,LoN,26
18455379,0.072336003,LoN,25
18455405,0.156000003,HiN,21
18455407,0.105635923,HiN,21
18455409,0.156000003,HiN,21.25930799
18455411,0.150463415,HiN,20.66911765
18455413,0.088136969,LoN,20.5171615
18455415,0.105696878,HiN,21
18455417,0.078736819,LoN,21.25592392
18455419,0.072336003,LoN,21
18455421,0.072336003,LoN,21
18455433,0.111218683,HiN,21.58327554
18455435,0.105357433,HiN,21
18455437,0.153407875,HiN,21
18455439,0.10537238,HiN,21
18455441,0.156000003,HiN,21
18455443,0.105699818,HiN,21
18455445,0.105789147,HiN,21.02211127
18455449,0.10570264,HiN,21
18455451,0.105701784,HiN,21
18455453,0.105696829,HiN,21
18455455,0.105614772,HiN,21
18455457,0.153391935,HiN,21
18455461,0.10569469,HiN,21
18455463,0.105635661,HiN,21
18455467,0.105636993,HiN,21
18455469,0.105636177,HiN,21
18455621,0.088466577,LoN,21.6013772
18455623,0.088368486,LoN,22
18455625,0.088464365,LoN,21.27027027
18455627,0.072336003,LoN,22.98452849
18455629,0.088114402,LoN,22.23206459
18455631,0.088098404,LoN,22
18455633,0.0881028,LoN,22
18455637,0.072336003,LoN,24
18455639,0.087890281,LoN,22.00171821
18455641,0.072336003,LoN,22.69189907
18455643,0.072336003,LoN,24.0511866
18455645,0.072336003,LoN,23.51365992
18455647,0.072336003,LoN,23.20808978
18455649,0.086590937,LoN,22.59907207
18455651,0.072336003,LoN,23.05169082
18455653,0.072336003,LoN,23
18455655,0.072336003,LoN,23.76311555
18455657,0.072336003,LoN,23.97926094
18455659,0.072336003,LoN,24
18455661,0.072336003,LoN,24
18455663,0.077753828,LoN,21.04011713
18455665,0.092647728,HiN,21.75235447
18455667,0.072336003,LoN,24
18455669,0.072336003,LoN,24
18455671,0.085636621,LoN,22.94415545
18455673,0.072336003,LoN,23.0625641
18455675,0.072336003,LoN,24
18455677,0.072336003,LoN,24
18455679,0.072336003,LoN,24
18455681,0.085360812,LoN,22.04359673
18455683,0.072336003,LoN,24
18455685,0.072336003,LoN,24
18455687,0.072336003,LoN,24
18455689,0.072336003,LoN,23.81926155
18455691,0.072336003,LoN,22.50482315
18455693,0.072336003,LoN,24
18455695,0.072336003,LoN,24
18455699,0.072336003,LoN,21.78733241
18455701,0.06875052,LoN,22
18455703,0.072336003,LoN,22.38679051
18455705,0.072336003,LoN,24
18455707,0.072336003,LoN,23.9692623
18455709,0.072336003,LoN,24
18455711,0.072336003,LoN,24
18455713,0.054500437,LoN,22.30662625
18455715,0.072336003,LoN,22.3161252
18455717,0.072336003,LoN,22.86037191
18455719,0.070306901,LoN,22.48969479
18455721,0.071365366,LoN,23
18455723,0.072336003,LoN,22.83562881
18455725,0.065334166,LoN,23.01070006
18455727,0.072336003,LoN,23.03548556
18455729,0.072336003,LoN,23.97867184
18455789,0.072336003,LoN,23.23047348
18455793,0.105605012,HiN,21.05911824
18455795,0.105426937,HiN,21.94790569
18455797,0.105357693,HiN,22
18455799,0.085360656,LoN,22
18455801,0.104401251,HiN,22.23572798
18455803,0.072336003,LoN,23
18455805,0.104327962,HiN,23
18455807,0.072336003,LoN,22.66666667
18455809,0.104161078,HiN,23.5399661
18455811,0.072336003,LoN,24
18455815,0.104026377,HiN,24
18455817,0.072336003,LoN,24
18455819,0.071365448,LoN,23
18455821,0.103891419,HiN,23.17377964
18455823,0.072336003,LoN,23
18455825,0.072336003,LoN,23
18455827,0.103776607,HiN,23
18455829,0.065339212,LoN,23
18455831,0.103713248,HiN,23
18455835,0.103631922,HiN,23.16598104
18455837,0.072336003,LoN,24
18455839,0.10357753,HiN,24
18455841,0.103565318,HiN,24
18455843,0.088545085,LoN,22
18455847,0.072336003,LoN,24
18455849,0.104118692,HiN,23.98882871
18455851,0.072336003,LoN,24
18455853,0.072336003,LoN,24
18457849,0.149838001,HiN,37
18457851,0.149838001,HiN,36.24712991
18457853,0.149838001,HiN,36.22953388
18457855,0.227301105,HiN,38.85246581
18457857,0.191468394,HiN,40.07191731
18457859,0.200459688,HiN,40.91383338
18457861,0.149838001,HiN,41.23207457
18457863,0.149838001,HiN,40.18380679
18457865,0.187235567,HiN,41.00334336
18457867,0.430950861,HiN,41
18457869,0.199344815,HiN,41
18457871,0.23575307,HiN,41
18457873,0.206423555,HiN,41
18457875,0.172640718,HiN,41
18457877,0.211003886,HiN,41
18457879,0.170489723,HiN,40.90491284
18457881,0.19902676,HiN,39.05746528
18457883,0.150092458,HiN,41
18457885,0.088337872,LoN,40.40542898
18457887,0.088643188,LoN,39.99811499
18457889,0.065733939,LoN,38.65500811
18457891,0.206832506,HiN,38
18457893,0.085240709,LoN,39.12896025
18457895,0.078731204,LoN,39
18457897,0.046641986,LoN,37.05462185
18457899,0.192425713,HiN,38.06790789
18457901,0.192415566,HiN,38
18457903,0.192255492,HiN,38
18457905,0.069913385,LoN,38.74817625
18457907,0.192243256,HiN,38
18457909,0.118103709,HiN,39
18457911,0.177443121,HiN,38
18457913,0.025,LoN,38.63544749
18457915,0.057522551,LoN,36.59886305
18457917,0.085483988,LoN,36.02191425
18457919,0.027456241,LoN,39
18457921,0.059999999,LoN,35.56202407
18457923,0.167435756,HiN,37.91575818
18457925,0.094412716,HiN,38.17205876
18457927,0.059999999,LoN,37.43837325
18457929,0.076648648,LoN,34.3893814
18457931,0.025,LoN,37.92964503
18457933,0.161830314,HiN,37.43475652
18457935,0.025,LoN,38
18457937,0.025,LoN,38
18457939,0.025,LoN,38
18457941,0.059999999,LoN,35.38925971
18457943,0.025,LoN,38.82399059
18457945,0.050125337,LoN,37
18457947,0.026372373,LoN,39
18457949,0.032974709,LoN,39
18457951,0.025547899,LoN,39
18457953,0.072669962,LoN,33.58721751
18457955,0.029360394,LoN,39
18457957,0.025,LoN,38.84998129
18457959,0.025,LoN,38.31730869
18457961,0.157767949,HiN,37.85325866
18457963,0.069401132,LoN,34.74434088
18457965,0.06939911,LoN,35
18457969,0.068551593,LoN,35
18457971,0.053242613,LoN,35.02947033
18457973,0.045809405,LoN,31.94851485
18457975,0.050544601,LoN,36.42542535
18457977,0.027855258,LoN,38.84684593
18457979,0.025,LoN,38.75828332
18457981,0.034965464,LoN,37.26472416
18457983,0.025,LoN,37.29482323
18457985,0.054367266,LoN,31.95903614
18457987,0.059523304,LoN,32.66374092
18457989,0.059735382,LoN,32.00887462
18457991,0.027376653,LoN,37.70082033
18457993,0.025,LoN,38.23623739
18457995,0.025,LoN,37.38516094
18457997,0.057345436,LoN,32.95744681
18457999,0.059999999,LoN,32.08717769
18458001,0.059999999,LoN,35
18458003,0.059999999,LoN,32.51081499
18458005,0.025,LoN,36.97644251
18458007,0.02823866,LoN,37.09492897
18458009,0.04726512,LoN,36.95549813
18458011,0.144203326,HiN,36.38025631
18458013,0.059527962,LoN,35.58450878
18458015,0.059999999,LoN,35
18458017,0.059999999,LoN,35
18458019,0.066703955,LoN,34.63233958
18458021,0.058458718,LoN,32.59691823
18458023,0.059999999,LoN,33.22700523
18458039,0.176422665,HiN,38.3512867
18458041,0.155011235,HiN,40.93190949
18458043,0.149852714,HiN,40.82330473
18458045,0.155656331,HiN,40.87194552
18458047,0.430871118,HiN,41
18458049,0.188998717,HiN,41
18458051,0.275229888,HiN,40.38664984
18458053,0.281348078,HiN,41
18458055,0.175687983,HiN,40.74523185
18458057,0.338198829,HiN,41
18458059,0.107848989,HiN,38.38867356
18458061,0.044296573,LoN,38.37108078
18458063,0.148367209,HiN,37.07134354
18458065,0.059999999,LoN,35.0023511
18458067,0.056649999,LoN,37
18458177,0.02865858,LoN,34.91809045
18458179,0.028210535,LoN,34.75230553
18458181,0.059999999,LoN,34.81677491
18458183,0.066527719,LoN,34.55623722
18458185,0.059999999,LoN,32
18458187,0.056730212,LoN,32.22632815
18458189,0.059999999,LoN,32.2114061
18458191,0.049984559,LoN,35.849527
18458193,0.059761526,LoN,33.65640641
18458195,0.065357753,LoN,32.44022596
18458197,0.050158635,LoN,31.89272259
18458199,0.059466762,LoN,34.48574432
18458201,0.035165546,LoN,33.23836127
18458203,0.138921165,HiN,34.97449439
18458205,0.056457774,LoN,32
18458207,0.064544846,LoN,31
18458209,0.113546305,HiN,32.81706432
18458211,0.054182964,LoN,32
18458213,0.059999999,LoN,32.15910498
18458215,0.059999999,LoN,32
18458217,0.058774009,LoN,32
18458219,0.054696298,LoN,32
18458221,0.059999999,LoN,32
18458223,0.059999999,LoN,32
18458225,0.059999999,LoN,32
18458227,0.055847508,LoN,32
18458229,0.057131034,LoN,31.93387966
18458231,0.059999999,LoN,30.88730678
18458233,0.059999999,LoN,30.40931325
18458235,0.059999999,LoN,31.4444021
18458237,0.091789288,HiN,31.12213029
18458239,0.091283683,HiN,31
18458241,0.059999999,LoN,29.67274861
18458243,0.059999999,LoN,30.24092476
18458245,0.059999999,LoN,29.00186289
18458247,0.059999999,LoN,28.97804533
18458249,0.060444938,LoN,29.38710945
18458251,0.064446584,LoN,30.01111459
18458253,0.064267184,LoN,30.03738855
18458255,0.110021284,HiN,30.60877166
18458257,0.09048329,HiN,30.99658114
18458259,0.10920523,HiN,30.96483886
18458261,0.091372807,HiN,33.76571429
18458263,0.156000003,HiN,32.57434813
18458265,0.091402024,HiN,33.81084198
18458267,0.091586344,HiN,33.71237458
18458269,0.091623376,HiN,33.5
18458271,0.091688569,HiN,31.78548491
18458273,0.091657266,HiN,32.10383189
18458275,0.092329272,HiN,30.84312434
18458287,0.057371215,LoN,32.15486864
18458289,0.03312535,LoN,33.79440587
18458291,0.05547029,LoN,32
18458293,0.04508672,LoN,31.78651619
18458295,0.110444805,HiN,31.66800892
18458297,0.059999999,LoN,31.83374906
18458299,0.069824306,LoN,31.19114895
18458301,0.099049126,HiN,31.32483998
18458303,0.059999999,LoN,30.15234541
18458305,0.059999999,LoN,29.20255414
18458307,0.091365414,HiN,31.52517798
18458309,0.07512182,LoN,30.50523372
18458311,0.156000003,HiN,31.48389982
18458315,0.121892165,HiN,28.55784335
18459478,0.149838001,HiN,34.19500906
18459480,0.149838001,HiN,34.71225248
18459482,0.149838001,HiN,35.96733551
18459484,0.149838001,HiN,36
18459486,0.149838001,HiN,36.50384193
18459488,0.149838001,HiN,36.16285382
18459490,0.149838001,HiN,36.49536178
18459492,0.149838001,HiN,36.83033313
18459494,0.149838001,HiN,36.5861678
18459512,0.149838001,HiN,34.79889183
18459514,0.149838001,HiN,35.37871674
18459516,0.149838001,HiN,36
18459518,0.149838001,HiN,36.50276243
18459750,0.149838001,HiN,37.35691879
18459752,0.149838001,HiN,37.42277286
18459754,0.149838001,HiN,37.00930233
18459756,0.15000392,HiN,38.56511057
18459758,0.16450687,HiN,38.94974874
18459760,0.152136013,HiN,36.77431535
18459762,0.183786989,HiN,39
18459764,0.192158035,HiN,39
18459766,0.165157825,HiN,39
18459768,0.151829719,HiN,38.43430603
18459770,0.162496662,HiN,37.85480406
18459772,0.16299206,HiN,38
18459774,0.127659291,HiN,38.40131244
18459776,0.162972535,HiN,37.88888889
18459778,0.149865958,HiN,37.18954979
18459780,0.149838001,HiN,37.97264623
18459782,0.149838001,HiN,38.00918635
18459784,0.149838001,HiN,38
18459786,0.166950702,HiN,37.50548673
18459788,0.148536127,HiN,38.17729831
18459790,0.149838001,HiN,38
18459792,0.149838001,HiN,38.61725207
18459794,0.149838001,HiN,38.64697354
18459796,0.164320904,HiN,38.24948833
18459798,0.177436522,HiN,38.44555598
18459800,0.149838001,HiN,38.8585557
18459802,0.171387026,HiN,39.63946711
18459804,0.130500823,HiN,37.84850535
18459806,0.149838001,HiN,38.84657671
18459808,0.167329931,HiN,39.07807309
18459810,0.210785996,HiN,39
18459812,0.149838001,HiN,38.54490631
18459814,0.149838001,HiN,36.96169166
18459816,0.149327162,HiN,37.17418662
18459818,0.149838001,HiN,38.15553616
18459820,0.162135626,HiN,39.97497623
18459822,0.149838001,HiN,37.0015714
18459824,0.157821049,HiN,41
18459826,0.171053934,HiN,39.93299571
18459828,0.170224287,HiN,39.24164175
18459830,0.162814474,HiN,40.38250429
18459832,0.15693583,HiN,40
18459834,0.149838001,HiN,39.24823944
18459836,0.149905233,HiN,40.9954023
18459838,0.149838001,HiN,37.7800557
18459840,0.149838001,HiN,37.52112269
18459842,0.149838001,HiN,39.00785619
18459844,0.149838001,HiN,38.3774128
18459846,0.171919052,HiN,39.85841364
18459848,0.172197133,HiN,40
18459850,0.171995864,HiN,40
18459852,0.163296225,HiN,40.00756719
18459854,0.149838001,HiN,37.03626761
18459856,0.166290444,HiN,40.02403344
18459858,0.172674605,HiN,40
18459860,0.207326803,HiN,40.15642458
18459862,0.149838001,HiN,38.00574875
18459864,0.160038176,HiN,39.77250608
18459866,0.168575479,HiN,40.15873016
18459868,0.174970993,HiN,40
18459870,0.149838001,HiN,36.66185706
18459872,0.138240676,HiN,36.43236092
18459874,0.149838001,HiN,39.61620874
18459876,0.149838001,HiN,40.60164835
18459878,0.210369581,HiN,40.3710052
18459880,0.13846309,HiN,34.40266223
18459882,0.149838001,HiN,40
18459884,0.149838001,HiN,39.8987965
18459886,0.149838001,HiN,39.13006397
18459888,0.149838001,HiN,35.00410607
18459890,0.149838001,HiN,35.79291231
18459892,0.139606036,HiN,33.98656761
18459894,0.149838001,HiN,30.98107547
18459896,0.149838001,HiN,39.84321441
18459898,0.149838001,HiN,38.83722287
18459900,0.149838001,HiN,34.02863803
18459902,0.149838001,HiN,35.15178143
18459904,0.189680155,HiN,41.07283096
18459906,0.179064153,HiN,40.02284301
18459908,0.153375984,HiN,40.25552826
18459910,0.149838001,HiN,32.32225635
18459912,0.14022904,HiN,32.72749806
18459914,0.149838001,HiN,33
18459916,0.149838001,HiN,34.15313614
18459918,0.149838001,HiN,33
18459920,0.149838001,HiN,41.8718562
18459922,0.17544952,HiN,39.968447
18459924,0.149838001,HiN,30.75552269
18459926,0.151933852,HiN,39
18459928,0.149838001,HiN,41
18459930,0.149838001,HiN,33
18459932,0.149838001,HiN,37.43544304
18459934,0.149838001,HiN,33
18459936,0.149838001,HiN,35.63510393
18459938,0.149838001,HiN,28
18459940,0.159559338,HiN,39
18459942,0.168560044,HiN,39
18459944,0.141217158,HiN,32
18459946,0.141222163,HiN,32
18459948,0.149838001,HiN,28
18459950,0.175261942,HiN,39.02019283
18459952,0.149838001,HiN,28
18459954,0.149838001,HiN,28
18459956,0.149838001,HiN,28
18459958,0.173274247,HiN,38.5049505
18459960,0.183549117,HiN,38.55652808
18459962,0.173427918,HiN,37
18459964,0.149838001,HiN,28
18459966,0.149838001,HiN,27.33947066
18459968,0.211295661,HiN,37.22851563
18459970,0.149838001,HiN,26.93312485
18459972,0.159844115,HiN,39.22136954
18459974,0.149838001,HiN,32.89363664
18459976,0.191259097,HiN,39
18459978,0.149874668,HiN,33.91757991
18459980,0.169650465,HiN,33
18459982,0.149838001,HiN,32
18459984,0.149838001,HiN,32.00012344
18459986,0.149838001,HiN,32.04609331
18459988,0.149838001,HiN,27.97914476
18459990,0.196980455,HiN,40.00348061
18459992,0.174383107,HiN,35.15910589
18459994,0.168280665,HiN,32.90958606
18459996,0.149838001,HiN,29.94998489
18459998,0.149838001,HiN,32.03801469
18460000,0.149838001,HiN,32
18460002,0.149838001,HiN,37.32018485
18460004,0.174265891,HiN,39.91002045
18460006,0.17484274,HiN,39.36792453
18460008,0.149838001,HiN,28.55175128
18460010,0.149838001,HiN,27.03213773
18460012,0.150888444,HiN,33
18460014,0.168721927,HiN,32.98660346
18460016,0.182042368,HiN,33
18460018,0.150777452,HiN,35.13192612
18460020,0.16429291,HiN,32.86933167
18460022,0.149838001,HiN,37.47530709
18460024,0.149838001,HiN,31.02518616
18460026,0.149838001,HiN,29
18460028,0.149838001,HiN,28.29819075
18460030,0.149838001,HiN,26.88465845
18460032,0.149838001,HiN,27
18460034,0.149838001,HiN,31.08037085
18460036,0.141535883,HiN,31.63884174
18460038,0.149838001,HiN,27.74087741
18460040,0.145783455,HiN,37
18460042,0.16802889,HiN,32.93846154
18460044,0.149838001,HiN,28.01879971
18460046,0.167994133,HiN,32
18460048,0.139210177,HiN,38.04020598
18460050,0.168008167,HiN,32
18460052,0.149838001,HiN,31.72967685
18460054,0.149838001,HiN,26.0599176
18460056,0.149838001,HiN,27.61652261
18460058,0.144921049,HiN,36.31935575
18460060,0.148940692,HiN,34.79853911
18460062,0.135856614,HiN,36.13675515
18460064,0.149838001,HiN,29.75643327
18460066,0.149838001,HiN,30.15141463
18460068,0.149838001,HiN,30.74152876
18460070,0.166724398,HiN,32.28281205
18460072,0.166142082,HiN,32
18460074,0.166712403,HiN,32
18460076,0.149838001,HiN,30.4727229
18460078,0.149838001,HiN,30
18460080,0.13047628,HiN,34.93159015
18460082,0.149838001,HiN,28.87748569
18460084,0.131337731,HiN,34.52426471
18460086,0.149838001,HiN,28.02369505
18460088,0.134295535,HiN,33.45202186
18460090,0.148679222,HiN,29.99715862
18460092,0.148674784,HiN,30
18460094,0.148680605,HiN,30
18460096,0.144146324,HiN,29.1199918
18460098,0.149875011,HiN,29
18460100,0.081742635,LoN,31.67627371
18460102,0.142672587,HiN,32.28455106
18460104,0.149838001,HiN,27.19287931
18460106,0.149838001,HiN,27.27246036
18460108,0.1371818,HiN,30
18460110,0.090995074,HiN,30.22454515
18460112,0.127156467,HiN,33.27107629
18460114,0.124990836,HiN,33
18460116,0.146955013,HiN,29.17706093
18460118,0.124627948,HiN,32.33502836
18460120,0.062018487,LoN,30
18460122,0.06191949,LoN,30
18460124,0.061683266,LoN,30
18460126,0.059999999,LoN,33
18460128,0.052833749,LoN,32.97733156
18460130,0.150649121,HiN,29.44802281
18460132,0.150010871,HiN,28.27162225
18460134,0.153669403,HiN,26.6726943
18460136,0.147305304,HiN,29
18460138,0.146855503,HiN,29
18460140,0.141320769,HiN,29.79378531
18460142,0.143358851,HiN,29
18460144,0.061408887,LoN,29.63049579
18460146,0.109685297,HiN,30.66609154
18460148,0.067898092,LoN,31
18460150,0.067985762,LoN,31
18460152,0.130400464,HiN,30
18460154,0.061169834,LoN,30
18460156,0.158302431,HiN,29.02025072
18460158,0.042765774,LoN,30.43513399
18460160,0.066724603,LoN,30.48786408
18460162,0.059999999,LoN,30.82956237
18460164,0.033047572,LoN,31.70441031
18460166,0.151858954,HiN,29.0218436
18460168,0.158784862,HiN,31.53860294
18460170,0.157144019,HiN,27.54624334
18460172,0.195897354,HiN,26.99746599
18460174,0.059999999,LoN,30.22510173
18460176,0.125084626,HiN,29.8170188
18460178,0.059999999,LoN,31.06267445
18460180,0.14462964,HiN,33.33557235
18460182,0.144623995,HiN,34
18460184,0.144624413,HiN,33.69333333
18460186,0.144163036,HiN,31.89446472
18460188,0.142557604,HiN,30.19175911
18460190,0.122292518,HiN,29.93449978
18460192,0.149710139,HiN,28.67573152
18460194,0.166755305,HiN,28.51105121
18460196,0.059999999,LoN,32.0524635
18460198,0.138223758,HiN,30.66288996
18460200,0.120223536,HiN,29.19928038
18460202,0.151889586,HiN,29
18460204,0.151764629,HiN,28.82276791
18460220,0.149976433,HiN,38.55763989
18460222,0.134000642,HiN,37.01039417
18460224,0.149838001,HiN,38.71991548
18460226,0.168831183,HiN,40.68582375
18460228,0.157632638,HiN,40
18460230,0.149838001,HiN,34.3051451
18460232,0.149838001,HiN,35.19569536
18460234,0.149838001,HiN,36.02901179
18460236,0.149838001,HiN,33.58684276
18460240,0.174514576,HiN,40.17272959
18460242,0.203131391,HiN,40.07402494
18460244,0.150569157,HiN,40.34169029
18460246,0.149838001,HiN,33.35784596
18460248,0.162593193,HiN,41.30253949
18460250,0.173902533,HiN,39
18460252,0.155326006,HiN,39
18460254,0.149838001,HiN,35.8962963
18460256,0.149838001,HiN,37.72467679
18460258,0.149838001,HiN,34.82061844
18460260,0.149838001,HiN,35.04903619
18460262,0.149838001,HiN,32.59309623
18460264,0.149838001,HiN,33
18460266,0.141216898,HiN,32.10054754
18460268,0.149838001,HiN,29.87000298
18460270,0.149838001,HiN,29.25967516
18460272,0.149838001,HiN,32.50757098
18460274,0.149838001,HiN,28.92663237
18460276,0.149838001,HiN,27.99506936
18460278,0.173262526,HiN,39
18460280,0.149838001,HiN,32.73420767
18460282,0.175003421,HiN,39.01869237
18460284,0.059999999,LoN,31.42336683
18460286,0.163126068,HiN,30.82876153
18460288,0.068007985,LoN,30.72165275
18460292,0.104086607,HiN,31.55749392
18460294,0.183537798,HiN,39
18460298,0.162993015,HiN,37.73333333
18460300,0.162976798,HiN,37.66137566
18460302,0.158839109,HiN,37.52380952
18460304,0.149838001,HiN,39
18460306,0.153316327,HiN,40.66611204
18460308,0.149838001,HiN,35.30673317
18460310,0.138325333,HiN,34.77018634
18460312,0.194341257,HiN,40.77272727
18460314,0.149838001,HiN,35
18460316,0.149838001,HiN,33
18460318,0.149838001,HiN,41
18460320,0.149838001,HiN,41
18460322,0.151527946,HiN,39.09215017
18460324,0.166560058,HiN,41
18460326,0.149838001,HiN,33
18460328,0.195980652,HiN,39
18460330,0.149838001,HiN,28
18460332,0.134901447,HiN,35
18460334,0.146969493,HiN,29
18460338,0.210748097,HiN,38.51424501
18460340,0.157433093,HiN,39.22577251
18460342,0.149838001,HiN,41
18460344,0.149838001,HiN,40
18460346,0.149838001,HiN,40
18460348,0.149838001,HiN,39.76301813
18460350,0.210204083,HiN,37.44646465
18460354,0.163072794,HiN,37.93589744
18460356,0.149838001,HiN,27
18460958,0.149838001,HiN,26
18460960,0.149838001,HiN,26.5154781
18460962,0.149838001,HiN,26.24021489
18460964,0.149838001,HiN,25.85439692
18460966,0.149838001,HiN,24.80448588
18460968,0.149838001,HiN,26.29154809
18460970,0.149838001,HiN,25.76901574
18460972,0.149838001,HiN,24.44805074
18460974,0.149838001,HiN,25.61448252
18460976,0.149838001,HiN,26.20144195
